symbol,name,price,irr,eps_roc,eps_diluted,MOP,QA,MCap,PE,error_message,ROE
KEY,KeyCorp,21.14,0.4118614099549629,0.4628871681415929,0.1324953000925952,0.024977565061322166,0.07905138339920949,20217661461.760002,8.572605768742058,,
RF,Regions Financial Corporation,20.65,0.24780450057420134,0.31213241616509024,0.14296607467176864,0.15889049222382556,-0.018545994065281898,19711230515.199997,7.67366175329713,,
KR,The Kroger Co.,39.98,0.400000512628754,0.4127697573903646,0.12195057902891206,0.020981448776585306,0.3540283743329429,29730647879.679996,25.689130060292847,,
HAL,Halliburton Company,21.0,0.28891380468418815,-2.74176167390382,0.02789266134461864,0.09435790931118034,1.611852522053834,18700479168.0,128.89655172413794,,
BABA,Alibaba Group Holding Limited,145.08,0.6758776169309615,0.40310329962852354,0.14468310611564597,0.12502352608223463,1.7049062163780813,393298815836.16003,17.44635902655405,,
MRO,Marathon Oil Corporation,12.85,0.24509366096585206,0.2358900496942743,-0.05070396183170401,-0.3309654504359057,1.2662819455894476,10130926841.6,-18.6859159800738,,
GM,General Motors Company,52.23,-0.03494517092408689,-2.283462621906205,0.24283346983866974,0.05416173408988856,0.8846076836440996,75823332257.28,5.9444450545140795,,
FCX,Freeport-McMoRan Inc.,32.24,-0.6258361487181291,-0.5775597880025046,0.1479319242096484,0.13832934216086773,1.5832601697395376,47330255431.68,16.665285412262158,,
CRM,"salesforce.com, inc.",285.63,1.978414499533144,3.5372177775871187,0.05229862693868475,0.021409749670619236,1.2347134476534296,279631770000.0,113.30475765306122,,
SQ,"Square, Inc.",262.5,,-0.5652941176470588,0.23419091952429477,-0.0019810313745251685,1.8662883921491074,104316450000.0,208.4568650905052,,
NUE,Nucor Corporation,100.92,0.6385468504052647,0.7282599124927164,0.2615252153780085,0.08008621596255508,2.252621144200985,29639700207.36,9.848495948457993,,
SWN,Southwestern Energy Company,4.82,-0.8209036295736706,-0.843295450214745,-3.3512767425810903,0.006932409012131715,0.6630434782608695,4892203445.76,-2.686824427660626,,
LOW,"Lowe's Companies, Inc.",207.87,-0.30896094145980224,-0.068347595754287,4.850519031141869,0.10767101577061731,0.3274426054458089,143936052698.88,20.908596090740478,,
RAD,Rite Aid Corporation,14.7,,116.41445333136365,-0.06646916377516898,0.0019605094820831135,0.6647406438704453,809775960.0,-19.582545454545453,,
SLB,Schlumberger Limited,29.01,-0.8100902614396754,-1.26943231289015,0.08168974681773675,0.07016651836786576,0.9117338671242017,40568452907.520004,39.682954990215265,,
ABBV,AbbVie Inc.,107.07,-0.14523081564408435,0.009090909090909094,0.48712371831191853,0.27423369138066545,0.7279229615156484,189211966026.24,28.426659162539394,,
GIS,"General Mills, Inc.",60.54,-0.06775382563529986,0.05419202306338472,0.2656558732206944,0.18583880399404204,0.47593699339446877,36668595617.28,15.006960534304797,,
VZ,Verizon Communications Inc.,54.37,0.3149170392038376,0.4017154378226111,0.2819493859243927,0.22447229757116577,1.3312657589510841,225098327879.68,11.262939969984993,,
XRX,Xerox Holdings Corporation,20.77,0.05064936954825772,0.12484822729480327,0.05251060820367751,0.027342637425234975,1.9935431799838579,3707154220.0,13.078036801346801,,
X,United States Steel Corporation,21.85,0.3071551771662462,0.03726092396691527,0.20347999556688462,-0.07535160661123087,1.1408132530120483,5902318475.200001,6.423423965141613,,
DVN,Devon Energy Corporation,33.09,0.8828905270575869,0.6637495488993141,0.04743833017077799,-0.02340513670256835,2.263888888888889,22401930000.000004,81.46156363636365,,
IBN,ICICI Bank Limited,19.54,0.32013771357272924,-0.34570841323563684,0.127898504590807,0.0,,67738143098.88,24.539671298256874,,
MPC,Marathon Petroleum Corporation,61.89,0.8614945931279505,0.9098669548186671,0.2817206671074866,-0.037102853293970964,1.2952818744812615,39498320789.76,5.245599165471378,,
PM,Philip Morris International Inc.,101.82,-0.03212146165605423,0.08733223630636516,-0.8552907439091982,0.40325503589600614,0.6067295437165434,158690546058.24,17.878458244111346,,
MSCI,MSCI Inc.,661.37,0.028955993387016266,0.46794785722278165,-1.6693955308719761,0.5218645857295372,1.884572736107672,54524866596.48,77.81300937763979,,
RDN,Radian Group Inc.,22.3,1.8435663822311916,1.7189117451891174,0.13287812214723532,0.0,inf,4137920921.6,7.64921674675935,,
KO,The Coca-Cola Company,53.89,1.202915934501371,1.6954105938592015,0.37369041837230277,0.2725207487732477,1.0940346551606055,232622639728.64,28.769348929322938,,
SRC,"Spirit Realty Capital, Inc.",48.89,0.014001889754913233,0.23564619859576924,0.03660364666194967,0.4046445844542272,0.5741385592182675,5822994560.0,43.443828597699024,,
COP,ConocoPhillips,65.02,1.7008806045418883,-4.679725085910654,0.05000574079952453,-0.08272998296422487,2.0618710398807307,87066977438.72,47.373515796866556,,
CHK,Chesapeake Energy Corporation,58.59,-0.5901662036125452,-0.6478585549936084,2.1577878691840864,-0.03800383877159309,0.3581124757595346,5758272072.0,-3.586111467439302,,
DIS,The Walt Disney Company,176.0,0.08838744128640008,0.23113174271631737,0.012921660995748246,0.05802287881568483,1.2643833558660058,319814877184.0,284.16341030195383,,
LEN,Lennar Corporation,99.96,0.11900094596905575,0.2393960988460711,0.18286008735829756,0.13854374260244653,3.0548700738347816,27458512999.679996,9.130031337321217,,
CVX,Chevron Corporation,100.6,4.973608380885645,-9.183543337151583,0.026989812041955726,-0.06453832393009495,0.9197132939638462,194551347609.59998,53.77867900752718,,
AUY,Yamana Gold Inc.,3.96,,,0.21,0.2698270339525945,1.7333635129017655,3827078576.64,22.59903191489362,Array must not contain infs or NaNs,0.0340163749038766
WMT,Walmart Inc.,143.17,-0.45612409320944425,-0.2810585811337566,0.11593233243163742,0.04032542193432543,0.48699875870257436,399229540418.55994,39.87391343283582,,
CLF,Cleveland-Cliffs Inc.,20.5,1.4720705280481523,1.184850933908046,0.35990827480539245,-0.009712364587224505,0.501877773984295,10244567664.0,13.053061221142856,,
MRK,"Merck & Co., Inc.",73.61,0.2320762714316058,0.47525300442757723,0.19389193422083006,0.17675126057423846,0.7850843488125298,186334144522.24,33.46870041285227,,
MGM,MGM Resorts International,44.62,-0.23580383675925687,-0.00895084830339321,-0.10698214084274933,-0.4036646453892054,3.1575943547904943,21501485600.0,-18.058081596676733,,
GFI,Gold Fields Limited,8.11,,4.15,0.10494992016257802,0.38331491996608513,1.3510092744135298,7199384805.12,17.38091145762102,,
KGC,Kinross Gold Corporation,5.28,,-3.1169100271179278,0.19736048668412093,0.4453410547301467,1.0210619994067043,6662990315.52,5.151349009900991,,
SCHW,The Charles Schwab Corporation,75.59,0.14908469985943995,0.3753733820112847,0.09144111557362736,0.0,,136720390109.44,31.11364906154518,,
NBR,Nabors Industries Ltd.,89.97,,-0.21532677848467324,-0.5356220995458559,-0.13580185591386865,1.88348862880212,741492253.5,-1.1208387885427242,,
JNJ,Johnson & Johnson,164.36,4.0628899879542235,5.0077097680979685,0.27005110862006726,0.2411362975879105,0.9858800272986139,432674412800.00006,24.35288456126527,,
BSX,Boston Scientific Corporation,44.7,5.601780258742064,7.1172011446360415,0.03721763041358252,0.06900030263290628,1.4515077424612877,63646094284.8,109.16170103092784,,
ITUB,Itaú Unibanco Holding S.A.,5.28,0.5331666017904282,0.039509327059177535,0.1840820231675059,0.0,0.5743392644994969,51637820129.28,10.4938971700059,,
BK,The Bank of New York Mellon Corporation,51.55,0.03109146489703951,0.09047619047619049,0.07993272988079339,0.2881465239262221,inf,44496620524.799995,12.326915016501648,,
HMY,Harmony Gold Mining Company Limited,3.18,,-10.283065189915623,0.12485492493624166,0.10229314930630436,1.043591524835012,1940152903.68,0.40373042778549634,,
APA,APA Corporation,21.91,-0.7510276419303232,-1.4442950283638059,0.27270448659035845,0.03900789177001127,1.0351681957186545,8282462370.56,10.149485294117648,,
HOME,At Home Group Inc.,36.99,-0.013639457297503155,0.2648031773652997,0.5989156697839516,0.14083254320655036,0.4346167169544197,2425537872.0,9.111207195634492,,
KOS,Kosmos Energy Ltd.,2.7,,-0.4131104788999526,-0.4638237091802882,-0.23903372125273464,0.5895688604277715,1102882521.6000001,-6.2122847172502444,,
DAL,"Delta Air Lines, Inc.",43.53,0.07559912776489264,0.022510984533932188,-4.0030057108506165,-0.24861070488446915,1.0467759151127016,27855500298.24,-4.164080192221054,,
INFY,Infosys Limited,23.68,-0.1737140910036168,0.04874274661508715,0.277460716530484,0.2470319297986874,2.5450367647058822,99122822021.12,35.542971668459586,,
CCL,Carnival Corporation & plc,25.44,0.22987841832046918,0.1009112828346363,-0.4694654524875238,-1.2102252413299963,1.1775270550310846,24774108610.56,-3.0528,,
MFGP,Micro Focus International plc,5.42,1.5724486356626817,0.7998070687760526,-0.33832166477729103,-0.8868377207597468,0.8621595929094671,1818892336.6399999,-1.3802337093786832,,
PBR,Petróleo Brasileiro S.A. - Petrobras,10.3,,-2.639163746890155,0.19668724615529928,0.3245720246633012,0.8278741658722593,67177632307.200005,5.865505674408452,,
LPI,"Laredo Petroleum, Inc.",82.1,-0.4319568950217063,-1.6835755157355816,23.79677177688483,0.061291332443383854,0.6750879323869531,1322598160.0,-1.6002050815747124,,
ABT,Abbott Laboratories,124.37,0.8757325469115786,1.6065799842395587,0.1926065778046294,0.15479079981507166,1.2957923910304863,220485619420.16,34.705062281994984,,
USB,U.S. Bancorp,59.79,0.061919533351854295,0.1314102564102564,0.11499066695723856,0.0,5.3187149413564505,88645851713.28,14.799700065919577,,
BA,The Boeing Company,221.39,0.4920288553116434,0.5469485520384572,0.5530850298652156,-0.22315072732900032,0.45745875343721354,129768191279.99998,-14.77602374759697,,
GGB,Gerdau S.A.,4.94,1.7799081623072919,-4.402462920743453,0.2469456169309238,0.1259366813313927,1.2401897450676238,8425565358.080001,5.790330491874362,,
DB,Deutsche Bank Aktiengesellschaft,12.7,,-0.7451806715931033,0.038985063088434246,0.0,,26208989593.6,9.158493727235935,,
KNX,Knight-Swift Transportation Holdings Inc.,52.08,0.42067586353728914,0.6187860455352208,0.09192695720991825,0.12190622617736122,1.0996239168853934,8644030080.0,15.765173123015241,,
KBH,KB Home,41.18,0.1355313318717979,0.2880550193050192,0.13650458314214284,0.07837613257301752,3.0168723806801765,4070573158.72,10.226397946167806,,
PGR,The Progressive Corporation,91.56,0.40535999453713867,0.5852272727272727,0.3062736344867731,0.0,0.0,53590065070.08,9.758254211332313,,
MO,"Altria Group, Inc.",48.46,-0.32200783953532086,-0.28878619026924107,1.5039708802117804,0.5215200806103354,0.56835484938762,89364116800.0,19.714530253025302,,
MDT,Medtronic plc,130.02,-0.07390332984429104,0.14368964658617994,0.07608216952602785,0.16253278879038416,2.143025032318721,174982222440.96002,44.97347311551326,,
RIG,Transocean Ltd.,3.42,,-2.6378869047619045,0.01055385765484488,0.05964467005076142,1.6637806637806638,2226898690.56,17.6985,,
BCS,Barclays PLC,10.21,-0.3554052449503762,-1.9466019417475724,0.0689998513895081,0.0,0.8001866087465749,43034742906.880005,6.907554546058562,,
EOG,"EOG Resources, Inc.",78.1,-0.6605737475980575,-1.4659487249173349,0.091554413883155,0.04637889892274471,1.5123149477587956,45599463500.799995,24.10751682145653,,
HPE,Hewlett Packard Enterprise Company,13.41,2.0108669760121973,2.049216523071549,0.062447947425006436,0.05525906159661997,0.7408474757177927,17540951143.68,17.090921435499514,,
OKE,"ONEOK, Inc.",57.47,0.3002177576207856,0.46607359671243104,0.22295714130611016,0.2302943419303738,1.1147152163516783,25612137210.239998,19.019610124123204,,
CVS,CVS Health Corporation,84.71,,-0.387111801242236,0.1016145756184269,0.051770336352742405,0.610687392166664,111780778766.07999,15.511938081354991,,
HES,Hess Corporation,75.34,,-0.6356010310396261,-0.025389315986595704,-0.0842082708377973,1.66543438077634,23330763217.280003,-143.89472049689442,,
GDDY,GoDaddy Inc.,71.12,-0.07174316988734875,-2.5961422543701027,-2.7741007194244602,-0.1082099677390177,0.5579898020914354,12007189600.0,62.047035684647305,,
BX,Blackstone Inc.,125.1,-0.06129961323818467,0.2194353165445847,0.3463831872945506,0.9034307151810994,1.298458800954952,85812218899.2,19.60931259495202,,
NLSN,Nielsen Holdings plc,19.72,,-1.4036323723324857,0.2641689763930039,0.1262321144674086,1.1619644723093,7075536000.0,10.234426893371925,,
TS,Tenaris S.A.,20.16,4.414055617277436,4.714523631729389,0.015488833826073823,-0.006447001146746656,2.272658222422255,11899803525.12,67.07028539929998,,
BOX,"Box, Inc.",25.24,,-0.10312228339611706,-0.6367217383453788,-0.04883687740830598,1.434774875619861,3825046481.9199996,-121.42549611940298,,
OXY,Occidental Petroleum Corporation,28.1,-0.48448860720842635,-0.5480392156862746,-0.25234405217600064,-0.07063844123757651,0.8416636264137176,26237952825.600002,-5.549898520084567,,
CVE,Cenovus Energy Inc.,9.57,,-3.702109739097677,0.004790300875341062,-0.15547053196968583,0.7999152183128444,19308527546.88,250.7981288659794,,
SYF,Synchrony Financial,50.23,0.1593590838086103,0.21969084447316356,0.2531085513769166,0.0,,28615981171.839996,8.738021699819168,,
MTG,MGIC Investment Corporation,15.06,0.5450303108867456,0.48916768665850674,0.12414107440621247,0.8528969783495921,1.177416139465815,5110189079.04,8.730797983301242,,
LUV,Southwest Airlines Co.,52.85,0.14344864721643957,0.1859592789900022,-0.1711109923582536,-0.4217506631299735,1.9662936317612576,31268437827.2,-19.509275452841973,,
FTI,TechnipFMC plc,7.21,,-9.712025316455696,0.0400689795090282,0.05020458829479105,0.9770527690298794,3249547000.0,20.562189873417722,,
AA,Alcoa Corporation,48.49,-0.7968162425241606,-0.7475988033380568,0.08481747515497393,0.04609088951109196,1.1307497283592902,9061132340.0,21.038584686774943,,
ABEV,Ambev S.A.,2.92,-0.8035010213333083,-0.8512903225806452,0.18394845094099632,0.24110724746912418,0.8285042625262115,45952622878.72,17.81461637438031,,
EQR,Equity Residential,81.54,-0.5163531438388693,-0.3872778174636523,0.0672471105404693,0.30570497004905306,0.12156703081840278,30533223502.136993,42.44817054675957,,
TAL,TAL Education Group,4.52,1.3942995892108296,0.7215348559783515,-0.0314204762820304,-0.07355583211273746,2.4061999181350924,2914862228.4799995,-24.811191209242175,,
UNH,UnitedHealth Group Incorporated,407.08,0.05835533274690685,0.27839150014072633,0.2133670517575361,0.08176764891115988,0.7417564208782105,383842649103.36,26.480396912899668,,
GES,"Guess', Inc.",22.19,-0.3677923214531468,-2.0764581819372587,0.30150925026503184,0.009136016549704268,1.1060155611712974,1441389173.0,8.404513284234943,,
CNC,Centene Corporation,62.82,-0.009593260788715696,0.1655498020103563,0.02763093513446096,0.028385006524771633,1.0837618716701414,36626822069.76,50.849649,,
CLDR,"Cloudera, Inc.",15.92,,0.032342463153489764,-0.11859309588022955,-0.17976826212700947,1.5049124653714547,4715774512.64,-32.92184726935481,,
RES,"RPC, Inc.",4.31,-0.9829791360311457,-1.021515151515152,-0.05891516242044291,-0.1699225474760238,4.341620059071199,929774715.5199999,-24.76982489747464,,
CI,Cigna Corporation,203.89,0.08758273997608246,0.21238635654088123,0.16699617902252636,0.05077314933022786,0.7717228360446394,69344620120.0,8.54179282419335,,
WMB,"The Williams Companies, Inc.",25.4,,-3.3287799651801264,0.07846235764956458,0.2852701127089001,0.5575679172056921,30859984000.0,27.02920315236427,,
HBI,Hanesbrands Inc.,18.67,2.6217061979642513,2.772960076753838,-0.4829932741161439,0.0009754889824213915,0.9115342631436819,6518667840.000001,-18.0286990194568,,
XL,XL Fleet Corp.,6.19,,-1.4935748659594696,0.014666098155578297,-0.751991346248402,37.624793570406254,862681779.5200001,21.86019765516017,,
D,"Dominion Energy, Inc.",74.58,-0.044940714297077355,0.07874686459936187,0.08597589650434767,0.289232289020604,0.4921147283962003,60296958670.08,25.807047619047616,,
CHS,"Chico's FAS, Inc.",4.89,-0.3132842302998333,-0.24937608421804186,-0.6252940582965595,-0.25875060703855063,0.458687868527465,598858740.0,-4.859684333891007,,
CFG,"Citizens Financial Group, Inc.",45.32,0.29853204476707806,0.3562632622561649,0.08919269402378179,0.0,0.03961492913626466,19310081922.56,9.514044039388862,,
SU,Suncor Energy Inc.,20.22,4.349730319917748,4.349975682323773,0.041732637328447474,-0.2304760360068121,0.5468764811830505,30016589352.96,25.359015506958247,,
MMM,3M Company,181.04,-0.06760448749832149,0.04643649704522418,0.44828690361831575,0.21041511309967686,1.351660795168596,104756626416.64,17.678023529411764,,
JBL,Jabil Inc.,62.21,-0.5728834794310561,-0.3835638998682477,0.29319621033738424,0.02407472512544543,0.6626318521708138,9072084300.0,15.620207604361624,,
ACN,Accenture plc,339.23,-0.21611948524977764,0.017427062101082302,0.3152449402124416,0.1469451636505655,1.4017476677362215,215118302651.52002,37.20672203521656,,
NTR,Nutrien Ltd.,64.91,2.3443649739892205,2.420833333333333,0.042854920091577944,0.08087813277214463,0.7712264150943396,37043424547.84,38.40409576763486,,
BRFS,BRF S.A.,4.66,,2.497283235950091,0.11025472783558699,0.07553206636989894,0.9054351047464795,3767106720.0,23.48134308506648,,
LVS,Las Vegas Sands Corp.,36.9,0.2354451966295128,0.27644389777790185,-0.39522998296422485,-0.44518272425249167,1.1312256388046773,28191231590.399998,-21.133133433283355,,
EGO,Eldorado Gold Corporation,7.82,,21.810410940649305,0.004447485623180027,0.25561491596740965,2.2514415903097653,1427885080.0,86.95225202057311,,
GSK,GlaxoSmithKline plc,38.39,0.718727202910274,1.0091397849462367,0.22543530741178283,0.18252734684301591,0.6434441033050389,96584247457.28,15.975803007518797,,
TEVA,Teva Pharmaceutical Industries Limited,8.95,,-117.07810376032332,-0.3737024221453287,0.18357545923880417,0.6534487997569128,9866390643.199999,-2.52154533844189,,
PAA,"Plains All American Pipeline, L.P.",10.03,1.1560529373047732,0.7312055966362186,0.037609372682782145,0.036882782310004296,0.7096167411239125,7195241480.959999,22.781072555205046,,
VLO,Valero Energy Corporation,67.63,0.34508439958461556,0.326331181404896,-0.053332184745875026,-0.02405105708889295,1.0563395454055802,27648700031.039997,-27.36001868703686,,
IMAX,IMAX Corporation,17.88,2.9803012584447863,4.095809432597432,-0.20467541892581084,-0.7149989416290154,1.082876487061374,1061998692.0,-11.474860385925084,,
FNB,F.N.B. Corporation,11.36,0.27322167938698017,0.27444730931110983,0.07027759650619948,0.3035398230088496,0.766629711751663,3629735930.8799996,10.373281824914287,,
HD,"The Home Depot, Inc.",337.49,0.011483855799642395,0.23262462296911968,7.047046584209918,0.13835440163500112,0.5115255115255115,356173446400.0,23.427886621612753,,
AR,Antero Resources Corporation,17.61,,-1.6615478235967927,-0.16737959198626673,-0.26240983428477854,0.5840360753325861,5527162509.12,-5.394045372964455,,
ARNC,Arconic Corporation,31.13,0.0013758614362067156,0.1300645318338028,-0.28679993391706593,0.04722466960352423,1.0855397148676171,3404906010.0,-7.890092165898618,,
VOYA,"Voya Financial, Inc.",60.98,2.5712603404158516,2.654553990610329,0.1485824075670616,0.0,0.1504599211563732,6917388260.0,4.8767824933687,,
SM,SM Energy Company,24.13,0.17194514431022134,-2.482828282828283,-0.3922302124996129,-0.19049123809895774,0.3489042191801473,2925062730.0,-3.8712679960581835,,
DHI,"D.R. Horton, Inc.",87.04,0.11611557330148425,0.27576394902882595,0.28040571550959215,0.1422916533324143,4.676678294903429,31177204367.36,8.540642697364833,,
HRB,"H&R Block, Inc.",25.54,0.06992478199921437,0.11229556862956769,-7.1440581519145345,0.2254334887625524,1.4614003004095164,4547524904.32,7.9708988126572695,,
BTU,Peabody Energy Corporation,12.97,,,-19.301341589267285,-0.04685710318975391,1.465595750063243,1482471000.0,-4.302078007210751,Array must not contain infs or NaNs,-0.310898252407398
JBGS,JBG SMITH Properties,29.93,-0.4624123028249266,-1.890661267461169,-0.028516278256206316,-0.04884333267520901,4.750499505344222,3948994130.0,-42.703320600746586,,
IPG,"The Interpublic Group of Companies, Inc.",38.88,-0.10502923439169587,0.03445343385124583,0.25457085896365467,0.11060589338925063,0.9777777777777777,15303945600.000002,20.47055421686747,,
DE,Deere & Company,349.25,-0.03133407075208239,0.23597780169245464,0.3760630574569591,0.10939051022433989,1.9819900752908965,108288801456.0,19.969985291413863,,
COG,Cabot Oil & Gas Corporation,20.34,1.502529271271921,1.72002997002997,0.1221750189596043,0.2018417808518066,1.0261873888464634,8129165760.0,29.764483800441656,,
IBM,International Business Machines Corporation,137.49,-0.03917220605822824,0.0232249135676435,0.24904250350303597,0.09365534290487769,0.9362161077528908,123235036800.00002,23.07831020255064,,
NYT,The New York Times Company,51.35,9.861556447540057,13.48993174528896,0.10438306231746577,0.064717131661732,1.7171821969479073,8580174200.0,61.735967140618406,,
OLN,Olin Corporation,49.24,54.72683254633022,-82.20092024539878,-0.10186513629842181,-0.006547412295936089,0.8694636750354492,7901148880.0,-46.205845070422534,,
JCI,Johnson Controls International plc,73.57,-0.9795207008023556,-0.9753622830550268,0.09633870323525497,0.07823632208630192,1.0038797284190106,52398319679.99999,29.05791321171918,,
VICI,VICI Properties Inc.,29.73,,,1.6714679911468193,0.020777203171738305,0.046068552399255246,18698535563.52,12.650046716563812,Array must not contain infs or NaNs,0.13262278553030574
VST,Vistra Corp.,17.56,,-0.9123392593742254,-0.221738679929541,0.132744909551691,0.9598155467720685,8473033780.48,-5.3174812682118375,,
EPD,Enterprise Products Partners L.P.,21.45,0.2559541561680083,0.28231819264555036,0.14847663184231838,0.1694503983499818,0.734968847352025,46876403059.2,12.189807302231237,,
KMB,Kimberly-Clark Corporation,132.99,-0.29778962357866,-0.15093254382303845,2.710508474576271,0.16948798328108672,0.5076827564799007,44785976252.16,22.439983491745874,,
AEP,"American Electric Power Company, Inc.",82.05,0.8233266630372711,1.0634353504258989,0.11076324190887621,0.20022791258881886,0.4383437437034052,41045595206.4,17.58021614606549,,
IT,"Gartner, Inc.",324.69,10.645665166095137,17.217831253548066,0.6449176426344095,0.12109860874863974,0.7881468121733242,27159928872.0,48.66145943308965,,
CAT,Caterpillar Inc.,196.82,0.16625637375618485,-2.6558441558441563,0.27500039142620053,0.10905911660438823,1.0911848193801765,107753237496.31999,24.55879708494648,,
AU,AngloGold Ashanti Limited,15.29,0.20045762383052512,-2.8603715331720956,0.24545010808172374,0.33386040207815676,1.6694473409801878,6381204927.679999,7.280707340499999,,
KKR,KKR & Co. Inc.,62.03,0.8363860584945007,1.180747501086484,0.1282402849842529,0.3067342079954317,2.5857318499243553,36165411441.28,6.496139881411753,,
CMC,Commercial Metals Company,30.97,0.6382866433956533,0.9148936170212765,0.18355354141401248,0.08038475767125124,2.1317440957084948,3734579390.0,10.165108518720544,,
NRG,"NRG Energy, Inc.",42.96,0.14654089586955443,0.46521447810107586,0.5586970684039088,0.12944022874738811,2.9770234986945168,10515619576.32,9.818283582089553,,
CPB,Campbell Soup Company,42.43,-0.5792062452254348,-0.4462222737986688,0.24107368954165612,0.11892402076451156,1.4180625,12858454269.44,18.006008403361346,,
ATHM,Autohome Inc.,41.1,1.3998146813113244,0.5113641813183442,0.17722773431548894,0.36357400809996215,4.38735565975732,5136678000.0,10.034441129319235,,
WRB,W. R. Berkley Corporation,73.31,-0.08398472443085692,0.041982606536655864,0.14664382944539975,0.0,1.4873849934627863,13014724300.0,14.586121131624958,,
TGT,Target Corporation,241.44,-0.1389803443005716,0.08421009869124296,0.4382229323700024,0.06989023204112825,0.5020124223602485,117832138091.52,18.87350412175016,,
TV,"Grupo Televisa, S.A.B.",11.76,1.3987420946720492,0.2783363391662943,0.11187775084857278,0.17760322305190565,1.5413205687737577,6576674442.24,15.782757406327281,,
GLW,Corning Incorporated,38.39,-0.3580048599650024,-1.9582277887231445,0.13283338140563408,0.045032292311775635,1.4775683567825857,32786288480.0,18.761528662420385,,
MAS,Masco Corporation,56.08,0.11832654551247224,0.2784812720268829,2.4886769964243145,0.18016138007790763,1.3510858324715616,13860901488.64,27.07310344827586,,
